Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by,Latround,Longround
TORBEEVO,,	1962-01-01,,Operational,Unknown,Land (fixed),0-20000-0-27758|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,54.0833333333,43.25,197,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,,54.08,43.25
TOROPEC,,	1989-01-01,,Operational,Operational,Land (fixed),0-20000-0-26479|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,56.4833333333,31.6333333333,187,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-10,Evgenii Viazilov,56.48,31.63
TOT'MA,,	1883-01-01,,Operational,Operational,Land (fixed),0-20000-0-27051|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,59.9805555556,42.7694444444,134,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GSN;RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,59.98,42.77
TRUBCHEVSK,,,,Operational,Operational,Land (fixed),0-20000-0-26997|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,52.5833333333,33.7666666667,177.34,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GSN;RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,52.58,33.77
TSIMLJANSK,,	1952-01-01,,Operational,Operational,Land (fixed),0-20000-0-34646|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,47.6333333333,42.1166666667,64.04,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-18,Evgenii Viazilov,47.63,42.12
TSYP-NAVOLOK,,	1990-01-01,,Operational,Unknown,Land (fixed),0-20000-0-22012|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,69.7213888889,33.0927777778,7,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,,69.72,33.09
TUAPSE (37018-0),,,,Operational,Operational,Land (fixed),0-20000-0-37018|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,44.1,39.0666666667,59.89,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,44.1,39.07
TULA,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-27719|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,54.2333333333,37.6166666667,202,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,54.23,37.62
TURCASOVO,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-22648|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,63.1166666667,39.2333333333,35.8,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-05,Evgenii Viazilov,63.12,39.23
TVER',,	2000-01-01,,Operational,Operational,Land (fixed),0-20000-0-27402|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,56.8833333333,35.8666666667,140,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,56.88,35.87
UGLIC,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-27321|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,57.5,38.3,120,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-10,Evgenii Viazilov,57.5,38.3
UL' YANOVSK (BARATAEVKA),,,,Operational,Operational,Land (fixed),0-20000-0-27785|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,54.3166666667,48.3333333333,122.26,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,54.32,48.33
ULYANOVSK,,	2000-01-01,,Operational,Unknown,Land (fixed),0-20000-0-27786|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,54.3166666667,48.3333333333,122.26,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,,54.32,48.33
UMBA,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-22324|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,66.6805555556,34.3497222222,39,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,66.68,34.35
UNSKIJ MAJAK,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-22541|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,64.8333333333,38.4,2,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GOS General:Operational, RBON:Operational",	2022-10-05,Evgenii Viazilov,64.83,38.4
URJUPINSK,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-34240|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,50.8,42,105.74,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-13,Evgenii Viazilov,50.8,42
USTYUZHNA,,	1989-01-01,,Operational,Operational,Land (fixed),0-20000-0-27106|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,58.85,36.4333333333,124,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GOS General:Operational, RBON:Operational",	2022-10-10,Evgenii Viazilov,58.85,36.43
UTTA,,	2012-09-21,,Operational,Partly operational,Land (fixed),0-20000-0-34871|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,46.3666666667,46.0166666667,-8.48,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GOS General:Operational, RBON:Operational",	2022-10-19,Evgenii Viazilov,46.37,46.02
UZLOVAJA,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-27821|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,54,38.1333333333,226,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-11,Evgenii Viazilov,54,38.13
