Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
SLUTSK,,,,Operational,Operational,Land (fixed),0-20000-0-26951|primary,Europe,,Belarus,53.0533333333,27.5519444444,,,,"Center for hydrometeorology, control of radioactive contamination and environmental monitoring",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RAD;RBCN;RBSN(S);SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
VASILEVICHI,,,,Operational,Operational,Land (fixed),0-20000-0-33038|primary,Europe,,Belarus,52.2519444444,29.8405555556,,,,"Center for hydrometeorology, control of radioactive contamination and environmental monitoring",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;CLIMAT(C);GSN;RAD;RBCN;SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational",	2016-04-28,
VERHNEDVINSK,,	1891-01-01,,Operational,Operational,Land (fixed),0-20000-0-26554|primary,Europe,,Belarus,55.8208333333,27.94,,,,"Center for hydrometeorology, control of radioactive contamination and environmental monitoring",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RAD;RBCN;RBSN(S);SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2021-09-17,Tim Oakley
VITEBSK,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-26666|primary,Europe,,Belarus,55.2527777778,30.2491666667,,,,"Center for hydrometeorology, control of radioactive contamination and environmental monitoring",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RAD;RBCN;RBSN(S);SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
Verhnedvinsk,,	1891-01-01,,Unknown,Silent,Land (fixed),0-112-20000-026554|primary,Europe,,Belarus,55.820833,27.94,132.3,,UTC+3,"Center for hydrometeorology, control of radioactive contamination and environmental monitoring",,,,Snow - Fully humid - Warm summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within plains of low altitude,2|50,Non-affiliated,	2021-06-04,Halina Litvinskaya
ZHITCKOVICHI,,,,Operational,Operational,Land (fixed),0-20000-0-33027|primary,Europe,,Belarus,52.2138888889,27.8694444444,,,,"Center for hydrometeorology, control of radioactive contamination and environmental monitoring",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RAD;SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2016-04-28,
ZHLOBIN,,,,Operational,Operational,Land (fixed),0-20000-0-26966|primary,Europe,,Belarus,52.8941666667,30.0436111111,,,,"Center for hydrometeorology, control of radioactive contamination and environmental monitoring",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RAD;SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2016-04-28,
ANTWERPEN/DEURNE,,,,Operational,Operational,Land (fixed),0-20000-0-06450|primary,Europe,,Belgium,51.1902777778,4.4577777778,11.9,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2020-03-03,Luis GONZALEZ SOTELINO
BEAUVECHAIN,,	1963-01-01,,Operational,Operational,Land (fixed),0-20000-0-06458|primary,Europe,,Belgium,50.7455555556,4.7633333333,112.8,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(T);SOILTEMP;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(T) - deprecated:Closed",	2020-03-04,Luis GONZALEZ SOTELINO
BEITEM,,,,Operational,Operational,Land (fixed),0-20000-0-06414|primary,Europe,,Belgium,50.9038888889,3.1216666667,23,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: SOILTEMP;SOLRA;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements; Total radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2020-03-03,Luis GONZALEZ SOTELINO
BIERSET,,,,Operational,Operational,Land (fixed),0-20000-0-06478|primary,Europe,,Belgium,50.6458333333,5.4555555556,200.9,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SOILTEMP;SUMMER/ETE*;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Total radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2020-03-04,Luis GONZALEZ SOTELINO
BRUSSELS NATIONAL (AIRPORT),,	1963-01-01,,Operational,Operational,Land (fixed),0-20000-0-06451|primary,Europe,,Belgium,50.8963888889,4.5272222222,56.1,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RSD;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,"GBON:Operational, GOS General:Operational, WRO:Operational",	2020-03-03,Luis GONZALEZ SOTELINO
BUZENOL,,,,Operational,Operational,Land (fixed),0-20000-0-06484|primary,Europe,,Belgium,49.6202777778,5.5875,322,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: SOILTEMP;SOLRA;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements; Total radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2020-03-04,Luis GONZALEZ SOTELINO
CHARLEROI/GOSSELIES,,,,Operational,Operational,Land (fixed),0-20000-0-06449|primary,Europe,,Belgium,50.4541666667,4.44,187.1,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2020-03-03,Luis GONZALEZ SOTELINO
CHIEVRES,,	1963-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-06432|primary,Europe,,Belgium,50.5722222222,3.8313888889,59.13,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SOILTEMP;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2020-03-03,Luis GONZALEZ SOTELINO
DIEPENBEEK,,	2004-07-01,,Operational,Operational,Land (fixed),0-20000-0-06477|primary,Europe,,Belgium,50.9155555556,5.4502777778,37,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: SOILTEMP;SOLRA;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements; Total radiation measurements.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2022-12-07,Luis GONZALEZ SOTELINO
DOURBES,,,,Operational,Operational,Land (fixed),0-20000-0-06455|primary,Europe,,Belgium,50.0955555556,4.5944444444,231,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: MAGNET;SOILTEMP;SOLRA;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements; Total radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2020-03-03,Luis GONZALEZ SOTELINO
ELSENBORN,,	1984-01-01,,Operational,Operational,Land (fixed),0-20000-0-06496|primary,Europe,,Belgium,50.4822222222,6.1813888889,565.1,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: METAR;SOILTEMP;SPECI;W/D (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2020-03-04,Luis GONZALEZ SOTELINO
ERNAGE,,,,Operational,Operational,Land (fixed),0-20000-0-06459|primary,Europe,,Belgium,50.5819444444,4.6891666667,155,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: SOILTEMP;SOLRA;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements; Total radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2020-03-04,Luis GONZALEZ SOTELINO
FLORENNES,,	1963-01-01,,Operational,Operational,Land (fixed),0-20000-0-06456|primary,Europe,,Belgium,50.2344444444,4.6530555556,285,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SOILTEMP;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2020-03-04,Luis GONZALEZ SOTELINO
GENK,,	1969-01-01,,Operational,Unknown,Land (fixed),0-20000-0-06481|primary,Europe,,Belgium,50.9333333333,5.5,61,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2020-03-04,Luis GONZALEZ SOTELINO
GENT/INDUSTRIE-ZONE,,	2001-03-14,	2018-10-29,Closed,Unknown,Land (fixed),0-20000-0-06431|primary,Europe,,Belgium,51.1805555556,3.8041666667,6,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: SOILTEMP (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Closed,	2020-03-11,Luis GONZALEZ SOTELINO
HUMAIN,,,,Operational,Operational,Land (fixed),0-20000-0-06472|primary,Europe,,Belgium,50.1936111111,5.2555555556,294,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: SOILTEMP;SOLRA;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements; Total radiation measurements.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2022-12-07,Luis GONZALEZ SOTELINO
KLEINE BROGEL,,	1963-01-01,,Operational,Operational,Land (fixed),0-20000-0-06479|primary,Europe,,Belgium,51.1688888889,5.4627777778,60.96,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SOILTEMP;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2020-03-04,Luis GONZALEZ SOTELINO
KOKSIJDE,,	1963-01-01,,Operational,Operational,Land (fixed),0-20000-0-06400|primary,Europe,,Belgium,51.0880555556,2.6525,6.1,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;EVAP;METAR;RSD;SOILTEMP;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,"GBON:Operational, GOS General:Operational",	2020-03-02,Luis GONZALEZ SOTELINO
MELLE,,,,Operational,Partly operational,Land (fixed),0-20000-0-06434|primary,Europe,,Belgium,50.9802777778,3.8158333333,13,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: SOILTEMP;SOLRA;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements; Total radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2020-03-03,Luis GONZALEZ SOTELINO
MONT-RIGI,,,,Operational,Operational,Land (fixed),0-20000-0-06494|primary,Europe,,Belgium,50.5108333333,6.0733333333,671,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: SOILTEMP;SOLRA;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements; Total radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2020-03-04,Luis GONZALEZ SOTELINO
OOSTENDE (AIRPORT),Middelkerke,	1963-01-01,,Operational,Operational,Land (fixed),0-20000-0-06407|primary,Europe,,Belgium,51.200341,2.887306,3.47,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(S);SOILTEMP;SOLRA;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements; Total radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2020-03-02,Luis GONZALEZ SOTELINO
OOSTENDE (PIER),,,,Operational,Unknown,Land (fixed),0-20000-0-06408|primary,Europe,,Belgium,51.2333333333,2.9166666667,7,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: C;SEATEMP (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
RETIE,,,,Operational,Operational,Land (fixed),0-20000-0-06464|primary,Europe,,Belgium,51.2213888889,5.0272222222,19,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: SOILTEMP;SOLRA;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements; Total radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2020-03-04,Luis GONZALEZ SOTELINO
SCHAFFEN,,	1963-01-01,,Operational,Operational,Land (fixed),0-20000-0-06465|primary,Europe,,Belgium,50.9969444444,5.0619444444,52.19,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: METAR;SOILTEMP;SPECI;SUMMER/ETE*;SUNDUR;W/D (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2020-03-05,Luis GONZALEZ SOTELINO
SEMMERZAKE,,	2001-01-01,,Operational,Operational,Land (fixed),0-20000-0-06428|primary,Europe,,Belgium,50.9405555556,3.6697222222,35.46,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: METAR;SOILTEMP;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2020-03-03,Luis GONZALEZ SOTELINO
SINT-KATELIJNE-WAVER,,,,Operational,Partly operational,Land (fixed),0-20000-0-06439|primary,Europe,,Belgium,51.075,4.5247222222,10,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: SOILTEMP;SOLRA;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements; Total radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2020-03-04,Luis GONZALEZ SOTELINO
SPA/LA SAUVENIERE,,	1950-11-01,,Operational,Partly operational,Land (fixed),0-20000-0-06490|primary,Europe,,Belgium,50.4786111111,5.91,470,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2020-03-06,Luis GONZALEZ SOTELINO
ST-HUBERT,,	1963-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-06476|primary,Europe,,Belgium,50.0388888889,5.4038888889,563,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;RBSN(S);SOILTEMP;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Total radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2020-03-04,Luis GONZALEZ SOTELINO
STABROEK,,,,Operational,Operational,Land (fixed),0-20000-0-06438|primary,Europe,,Belgium,51.3247222222,4.3638888889,5,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: SOILTEMP;SOLRA;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements; Total radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2020-03-04,Luis GONZALEZ SOTELINO
UCCLE,,	1833-01-01,,Operational,Operational,Land (fixed),0-20000-0-06447|primary,Europe,,Belgium,50.7969444444,4.3580555556,99,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: ATMEL;CLIMAT(C);GSN;OZONE;PH;RBCN;RBSN(S);SKYRA;SOILTEMP;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Atmospheric electricity measurements; Ozone observations; Phenological observations; Sky radiation measurements; Solar radiation measur,,,,,,"CLIMAT(C) - to be deprecated:Closed, Ceilometers, GBON:Operational, GOS General:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-12-07,Luis GONZALEZ SOTELINO
ZEEBRUGGE,,	1963-01-01,,Operational,Operational,Land (fixed),0-20000-0-06418|primary,Europe,,Belgium,51.3472222222,3.2016666667,7,,,Royal Meteorological Institute of Belgium,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: SOLRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2022-12-07,Luis GONZALEZ SOTELINO
BANJA LUKA,,	1892-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-14542|primary,Europe,,Bosnia and Herzegovina,44.7833333333,17.2166666667,153,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;CLIMAT(C);RBCN;RBSN(S);RIVSTG;SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2020-07-08,Kemal SEHBAJRAKTAREVIC
BIHAC,,	1892-01-01,,Operational,Operational,Land (fixed),0-20000-0-14528|primary,Europe,,Bosnia and Herzegovina,44.807677,15.866654,244,GPS,UTC+1,Federal Hydrometeorological Institute,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;CLIMAT(C);RIVSTG;SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,Warm Temperate - Fully humid - Hot summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within rises of middle altitude,60|300,"GBON:Operational, GOS General:Operational",	2021-08-05,Kemal SEHBAJRAKTAREVIC
BIJELJINA SYNOP,,	1892-01-01,,Operational,Partly operational,Land (fixed),0-70-0-14562|primary,Europe,,Bosnia and Herzegovina,44.75361,19.19267,90,GPS,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,,,,Snow - Fully humid - Warm summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of low altitude,12|370,"CLIMAT(C) - to be deprecated:Closed, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-01-31,Bozidar Perovanovic
BILECA,,	1892-01-01,,Operational,Unknown,Land (fixed),0-70-0-14677|primary,Europe,,Bosnia and Herzegovina,42.86743,18.42132,438,GPS,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,,,,Warm Temperate - Fully humid - Hot summer,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within mountains of middle altitude,11|270,"CLIMAT(C) - to be deprecated:Closed, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-01-20,Bozidar Perovanovic
BJELASNICA,,	1895-03-01,,Operational,Operational,Land (fixed),0-20000-0-14652|primary,Europe,,Bosnia and Herzegovina,43.703868,18.256973,2067,GPS,UTC+1,Federal Hydrometeorological Institute,,,Cryonet station attribute: primary,Snow - Fully humid - Very cold winter,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at highest relative elevation within rises of high altitude,1|600,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, GCW CryoNet station:Operational, GSN:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2021-07-27,Kemal SEHBAJRAKTAREVIC
BUGOJNO,,	1892-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-14544|primary,Europe,,Bosnia and Herzegovina,44.062084,17.45146,562,GPS,UTC+1,Federal Hydrometeorological Institute,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,Snow - Fully humid - Warm summer,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within rises of middle altitude,50|100,"GBON:Operational, GOS General:Operational",	2021-07-28,Kemal SEHBAJRAKTAREVIC
CEMERNO,,	1963-01-01,,Operational,Unknown,Land (fixed),0-20000-0-14656|primary,Europe,,Bosnia and Herzegovina,43.2333333333,18.6,1305,,,Meteorological Institute  [Bosnia and Herzegovina],,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2020-12-09,Kemal SEHBAJRAKTAREVIC
DOBOJ SYNOP,,	1946-01-02,,Operational,Partly operational,Land (fixed),0-70-0-14551|primary,Europe,,Bosnia and Herzegovina,44.72629,18.08904,143,GPS,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,,,,Snow - Fully humid - Warm summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within hills of low altitude,13|360,"CLIMAT(C) - to be deprecated:Closed, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-01-30,Bozidar Perovanovic
GRADACAC,,	1985-07-17,,Operational,Operational,Land (fixed),0-20000-0-14554|primary,Europe,,Bosnia and Herzegovina,44.85914,18.441813,225,,UTC+1,Federal Hydrometeorological Institute,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,50|220,"GBON:Operational, GOS General:Operational",	2021-07-28,Kemal SEHBAJRAKTAREVIC
IVAN SEDLO,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-14650|primary,Europe,,Bosnia and Herzegovina,43.751157,18.036256,970,GPS,UTC+1,Federal Hydrometeorological Institute,,,CryoNet station attribute: reference,,,,,3|500,"GCW CryoNet station:Operational, GOS General:Operational",	2021-03-16,Kemal SEHBAJRAKTAREVIC
JAJCE,,	1892-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-14543|primary,Europe,,Bosnia and Herzegovina,44.343313,17.268016,421,GPS,UTC+1,Federal Hydrometeorological Institute,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;RIVSTG;SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,Snow - Fully humid - Warm summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,13|45,GOS General:Operational,	2021-08-11,Kemal SEHBAJRAKTAREVIC
LIVNO,,	1893-01-01,,Operational,Operational,Land (fixed),0-20000-0-14640|primary,Europe,,Bosnia and Herzegovina,43.822593,17.001041,722,GPS,UTC+1,Federal Hydrometeorological Institute,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,10|31,"GBON:Operational, GOS General:Operational",	2021-07-29,Kemal SEHBAJRAKTAREVIC
MOSTAR,,	1894-01-01,,Operational,Operational,Land (fixed),0-20000-0-14648|primary,Europe,,Bosnia and Herzegovina,43.348129,17.793929,97,GPS,UTC+1,Federal Hydrometeorological Institute,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;CLIMAT(C);RBCN;RBSN(S);RIVSTG;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,Warm Temperate - Fully humid - Warm summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within rises of middle altitude,150|300,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-10-24,Kemal SEHBAJRAKTAREVIC
Mrkonjic Grad synop,,	1959-08-01,,Operational,Partly operational,Land (fixed),0-70-0-14545|primary,Europe,,Bosnia and Herzegovina,44.41113,17.08355,570,GPS,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,,,,Snow - Fully humid - Warm summer,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of middle altitude,12|340,"CLIMAT(C) - to be deprecated:Closed, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-01-29,Bozidar Perovanovic
