Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
LLERENA,,	2008-06-11,,Operational,Operational,Land (fixed),0-724-0-0000000000008336|primary,Europe,,Spain,38.2317,-6.017,655,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
LLUCMAYOR,,,,Operational,Unknown,Land (fixed),0-20000-0-08308|primary,Europe,,Spain,39.3797222222,2.785,113,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,GOS General:Operational,	2016-04-28,
MADRID/C. UNIVERSITARIA,,,,Operational,Partly operational,Land (fixed),0-20000-0-08220|primary,Europe,,Spain,40.4516666667,-3.7241666667,664,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2016-04-28,
MADRID/CUATRO VIENTOS,,,,Operational,Partly operational,Land (fixed),0-20000-0-08223|primary,Europe,,Spain,40.3755555556,-3.7861111111,690,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;METAR;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GOS General:Operational, RBON:Operational",	2016-04-28,
MADRID/GETAFE,,,,Operational,Partly operational,Land (fixed),0-20000-0-08224|primary,Europe,,Spain,40.2994444444,-3.7222222222,620,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);LIT;METAR;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Lightning counter.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GOS General:Operational, RBON:Operational",	2016-04-28,
MADRID/TORREJON,,,,Operational,Unknown,Land (fixed),0-20000-0-08227|primary,Europe,,Spain,40.4833333333,-3.4436111111,607,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GOS General:Operational, RBON:Operational",	2016-04-28,
MADRIDEJOS,,	2008-06-11,,Operational,Operational,Land (fixed),0-724-0-0000000000008273|primary,Europe,,Spain,39.492,-3.5283,690,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
MALLORCA-SON BONET,,	1958-01-01,,Operational,Operational,Land (fixed),0-20000-0-08302|primary,Europe,,Spain,39.6058333333,2.7066666667,41,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(T);WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(T) - deprecated:Closed",	2016-04-28,
MANRESA,,	2008-06-11,,Operational,Operational,Land (fixed),0-724-0-0000000000008174|primary,Europe,,Spain,41.7198,1.8402,291,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
MEDINA DE POMAR,,	2008-06-11,,Operational,Operational,Land (fixed),0-724-0-0000000000008063|primary,Europe,,Spain,42.9199,-3.4826,580,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
MURCIA/AL CANTARILLA,,,,Operational,Partly operational,Land (fixed),0-20000-0-08429|primary,Europe,,Spain,37.9577777778,-1.2286111111,75,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GOS General:Operational, RBON:Operational",	2016-04-28,
NAVALMORAL DE LA MATA,,	2008-06-11,,Operational,Operational,Land (fixed),0-724-0-0000000000008254|primary,Europe,,Spain,39.9457,-5.5826,269,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
NIJAR,,	2003-01-01,,Operational,Unknown,Land (fixed),0-20000-0-08489|primary,Europe,,Spain,36.8325,-2.0822222222,486,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,GOS General:Operational,	2016-04-28,
NURIA,,	2000-01-01,,Operational,Unknown,Land (fixed),0-20000-0-08946|primary,Europe,,Spain,42.3938888889,2.1555555556,1967,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,,GOS General:Operational,	2016-04-28,
PALACIOS DE LA SIERRA,,	2008-06-11,,Operational,Operational,Land (fixed),0-724-0-0000000000008149|primary,Europe,,Spain,41.9596,-3.1316,1080,,,Agencia Estatal de Meteorología (National Meteorological Agency of Spain),,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-17,José Antonio Fernández Monistrol
